product_id,product_name,category,material,brand,price_usd,color,country_of_origin,rating,reviews_count,in_stock,merchant_source,sustainability_label
P001041,Recycled Material Pet Bed,Pet Care,"Recycled Pet Fill, Cotton Cover",P.L.A.Y.,55.61,Unknown,Usa,3.2,41311,True,Whole Foods,Grs Certified
P001042,Stainless Steel Baby Cup,Baby & Kids,Food-Grade Stainless Steel,Pura,16.37,Pink,China,4.0,15247,True,Target,None
P001043,Plastic Dryer Sheet,Cleaning,"Polyester, Synthetic Fragrance",Bounce,6.31,Natural,Uk,4.5,16865,True,Greenshop,None
P001044,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,12.56,Brown,Usa,3.6,45322,True,Retailer X,None
P001045,Natural Loofah,Personal Care,Luffa Plant,Naturespa,5.86,Clear,Brazil,4.2,35871,False,Target,Cosmos Natural
P001046,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,16.55,Black,France,4.2,26784,True,Etsy,Gots
P001047,Laundry Detergent Strips,Cleaning,"Plant-Based Surfactants, Paper Packaging",Tru Earth,22.31,Unknown,Japan,3.9,18646,True,Marketplace Y,Cosmos Natural
P001048,Plastic Phone Case,Electronics & Energy,Polycarbonate Plastic,Otterbox,20.56,Blue,Germany,4.0,29025,True,Marketplace Y,None
P001049,Glass Vitamin Jar,Healthcare & Wellness,"Glass, Metal Lid",Garden Of Life,22.52,Grey,Germany,3.9,5404,True,Brand Store Z,Usda Organic
P001050,Solar Powered Garden Light,Electronics & Energy,"Stainless Steel, Solar Panel",Gigalumi,28.72,White,India,4.2,25418,True,Amazon,None
P001051,Glass Pasta Jar,Food & Beverage,"Glass, Metal Lid",Rustichella,8.13,Yellow,Germany,3.7,16350,True,Amazon,None
P001052,Synthetic Underwear,Fashion & Clothing,"90% Nylon, 10% Elastane",Victoria'S Secret,15.17,Pink,Canada,4.5,4358,True,Target,None
P001053,Solar Charger Panel,Electronics & Energy,"Monocrystalline Silicon, Aluminum Frame",Anker,45.03,Black,Japan,3.5,28173,True,Retailer X,None
P001054,Beeswax Wood Polish,Cleaning,"Beeswax, Linseed Oil, Glass Jar",Howard,14.03,Purple,Netherlands,4.5,46458,False,Retailer X,None
P001055,Plantable Pencil,Office & Stationery,"Recycled Newspaper, Seed Capsule",Sprout,9.53,Blue,Australia,4.2,20608,False,Etsy,None
P001056,Solar Powered Garden Light,Electronics & Energy,"Stainless Steel, Solar Panel",Gigalumi,30.32,Pink,Australia,4.0,20349,True,Online Shop A,None
P001057,Plastic Ruler,Office & Stationery,Polystyrene Plastic,Staedtler,2.17,Green,India,4.4,9114,False,Retailer X,None
P001058,Reusable Water Filter,Food & Beverage,"Bpa-Free Plastic, Carbon Filter",Brita,32.0,Brown,Germany,3.2,43547,False,Marketplace Y,None
P001059,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.42,Natural,Unknown,3.7,31486,True,Etsy,Bpi Certified
P001060,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.4,Purple,Unknown,4.6,11604,True,Marketplace Y,Bpi Certified
P001061,Organic Face Wash Bar,Personal Care,"Organic Jojoba, Clay",Herbivore,15.69,Yellow,Brazil,4.2,37907,True,Brand Store Z,Usda Organic
P001062,Reef-Safe Sunscreen Bar,Healthcare & Wellness,"Zinc Oxide, Coconut Oil, Beeswax",Raw Elements,16.81,Clear,Unknown,4.4,30298,True,Online Shop A,Reef Safe Certified
P001063,Staple-Free Stapler,Office & Stationery,"Abs Plastic, Metal Blade",Kokuyo,10.4,Brown,Canada,3.1,5787,True,Target,None
P001064,Chemical Pesticide Spray,Garden & Outdoors,"Bifenthrin, Synthetic Chemicals, Plastic",Ortho,12.69,Brown,Unknown,5.0,30870,True,Brand Store Z,None
P001065,Bamboo Ruler,Office & Stationery,Bamboo,Westcott,3.75,Pink,Italy,3.4,16203,True,Retailer X,None
P001066,Plastic Adhesive Bandages,Healthcare & Wellness,"Polyethylene, Acrylic Adhesive",Band-Aid,4.84,Unknown,France,3.7,48267,True,Etsy,None
P001067,Biodegradable Phone Case,Electronics & Energy,"Pla Bioplastic, Bamboo Fiber",Pela,41.64,Unknown,Netherlands,4.6,20962,True,Greenshop,Bpi Certified
P001068,Glass Water Bottle,Kitchen & Dining,"Borosilicate Glass, Silicone Sleeve",Lifefactory,33.41,Clear,India,3.0,13672,True,Ecoretail,None
P001069,Cotton String Mop,Cleaning,"100% Cotton, Wood Handle",Libman,18.13,Blue,Italy,3.4,10461,True,Online Shop A,None
P001070,Plastic Dish Sponge,Kitchen & Dining,"Polyurethane, Polyester",Scotch-Brite,2.92,Beige,Netherlands,4.9,36201,True,Brand Store Z,None
P001071,Incandescent Bulb,Electronics & Energy,"Glass, Tungsten Filament",Ge,3.08,Beige,India,4.5,35738,True,Target,None
P001072,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,5.94,Pink,China,3.6,9475,True,Ecoretail,Cosmos Natural
P001073,Plastic Teether,Baby & Kids,Bpa-Free Plastic,Nuby,6.18,Unknown,Italy,4.0,25418,True,Ecoretail,None
P001074,Plastic Trash Bag,Kitchen & Dining,Hdpe Plastic,Glad,7.29,Natural,Germany,4.0,24531,True,Online Shop B,None
P001075,Silicone Shampoo Bottle,Personal Care,Silicone,Silikids,14.13,Orange,India,3.0,38276,True,Retailer X,None
P001076,Virgin Sticky Notes,Office & Stationery,"Virgin Paper, Acrylic Adhesive",Post-It,3.62,Clear,China,3.4,21140,False,Whole Foods,None
P001077,Shampoo Bar Lavender,Personal Care,"Natural Oils, Coconut",Lush,9.94,Black,Australia,4.9,42330,True,Online Shop B,Cosmos Organic
P001078,Plastic Watering Can,Garden & Outdoors,Polypropylene Plastic,Bloem,14.94,Orange,India,3.4,9050,True,Retailer X,None
P001079,Glass Jar Set,Kitchen & Dining,"Glass, Metal Lid",Ball,15.76,Natural,Japan,3.4,11027,False,Walmart,None
P001080,Wool Sweater,Fashion & Clothing,100% Merino Wool,Icebreaker,160.18,Unknown,Uk,4.9,25418,True,Marketplace Y,Zq Merino
P001081,Organic Cotton Baby Onesie,Baby & Kids,100% Organic Cotton,Burt'S Bees Baby,13.28,Purple,Italy,4.5,28543,True,Etsy,Gots
P001082,Chemical Drain Cleaner,Cleaning,"Sodium Hydroxide, Sodium Hypochlorite",Drano,5.69,Pink,France,3.5,35307,False,Whole Foods,None
P001083,Disposable Paper Cup,Kitchen & Dining,"Paper, Plastic Lining",Dixie,0.24,Green,China,3.5,5049,True,Whole Foods,None
P001084,Plastic Pasta Bag,Food & Beverage,"Cellophane, Plastic",Barilla,2.2,Black,Netherlands,3.2,21440,True,Online Shop A,None
P001085,Synthetic Underwear,Fashion & Clothing,"90% Nylon, 10% Elastane",Victoria'S Secret,14.84,Green,Unknown,4.8,20131,True,Greenshop,None
P001086,Jute Garden Twine,Garden & Outdoors,Natural Jute Fiber,Luster Leaf,4.49,Purple,Uk,3.0,25418,True,Brand Store Z,None
P001087,Stainless Steel Dog Bowl,Pet Care,18/8 Stainless Steel,Loving Pets,13.47,Unknown,Japan,4.5,17789,True,Target,None
P001088,Conventional Denim Jeans,Fashion & Clothing,"98% Cotton, 2% Elastane",Levi'S,56.12,Black,Italy,3.6,8620,True,Amazon,None
P001089,Clay Cat Litter,Pet Care,Sodium Bentonite Clay,Tidy Cats,16.65,Purple,France,4.0,31759,False,Brand Store Z,None
P001090,Plastic Conditioner Bottle,Personal Care,Hdpe Plastic,Pantene,4.99,Green,Usa,4.6,40651,False,Amazon,None
P001091,Silk Dental Floss,Personal Care,"Silk, Beeswax",Cocofloss,8.12,Beige,India,4.5,30542,True,Target,Leaping Bunny
P001092,Organic Shampoo Bar,Personal Care,"Organic Coconut Oil, Shea Butter",Barnone,11.35,Blue,China,4.6,35186,True,Ecoretail,Usda Organic
P001093,Plastic Olive Oil Bottle,Food & Beverage,Pet Plastic,Generic,8.51,White,Australia,3.6,9750,True,Marketplace Y,None
P001094,Neem Oil Pest Spray,Garden & Outdoors,"Cold-Pressed Neem Oil, Water",Garden Safe,9.85,Unknown,Uk,3.8,5886,True,Etsy,Omri Listed
P001095,Natural Bristle Toothbrush,Personal Care,"Wood, Natural Bristle",Naturdent,8.39,Blue,Australia,3.6,10323,False,Ecoretail,Eu Ecolabel
P001096,Silicone Baking Mat,Kitchen & Dining,Food-Grade Silicone,Silpat,25.09,Black,Netherlands,4.4,24902,True,Online Shop B,None
P001097,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,178.18,Unknown,Sweden,4.9,25418,False,Amazon,Energy Star
P001098,Chlorine Bleach Plastic Bottle,Cleaning,"Sodium Hypochlorite, Plastic",Clorox,4.35,Clear,Sweden,4.3,34002,True,Brand Store Z,None
P001099,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,203.96,Black,Canada,3.4,12382,True,Ecoretail,Energy Star
P001100,Plastic Razor,Personal Care,"Plastic, Steel Blade",Gillette,6.59,Pink,China,4.5,38204,True,Brand Store Z,None
P001101,Stainless Steel Container,Kitchen & Dining,18/8 Stainless Steel,Lunchbots,25.55,Black,Japan,4.0,44641,False,Marketplace Y,B Corp
P001102,Linen Shirt,Fashion & Clothing,100% European Linen,Quince,46.17,Clear,Usa,4.8,43026,False,Whole Foods,Oeko-Tex
P001103,Teflon Non-Stick Pan,Kitchen & Dining,"Aluminum, Ptfe Coating",T-Fal,26.7,Natural,Netherlands,4.1,34082,True,Etsy,None
P001104,Bamboo Toilet Brush,Cleaning,"Bamboo Handle, Plant Fiber",Bamboozle,13.26,Orange,Netherlands,3.3,31459,True,Ecoretail,Fsc Certified
P001105,Led Bulb,Electronics & Energy,"Aluminum, Glass, Led Chip",Philips,8.98,White,Usa,4.9,39972,False,Target,Energy Star
P001106,Canvas Pencil Case,Office & Stationery,100% Cotton Canvas,Scout,13.76,Beige,China,4.4,27075,True,Ecoretail,None
P001107,Disposable Cotton Pads,Personal Care,"Cotton, Polyester Blend",Swisspers,4.16,Pink,Sweden,4.3,5942,True,Ecoretail,None
P001108,Gas Lawn Mower,Garden & Outdoors,"Steel, Aluminum, Gasoline Engine",Honda,329.9,Unknown,Brazil,4.0,30412,True,Walmart,None
P001109,Acrylic Sweater,Fashion & Clothing,100% Acrylic,Zara,30.47,Green,Uk,3.7,6409,True,Greenshop,None
P001110,Stainless Steel Container,Kitchen & Dining,18/8 Stainless Steel,Lunchbots,22.41,Yellow,Australia,4.6,18002,True,Ecoretail,B Corp
P001111,Plastic Adhesive Bandages,Healthcare & Wellness,"Polyethylene, Acrylic Adhesive",Band-Aid,5.15,Green,Sweden,4.2,30725,True,Online Shop B,None
P001112,Polyester T-Shirt,Fashion & Clothing,100% Polyester,H&M,9.87,White,Australia,4.6,25418,True,Retailer X,None
P001113,Plastic Pet Food Bag,Pet Care,Multi-Layer Plastic,Blue Buffalo,36.32,Brown,Australia,3.1,33756,True,Walmart,None
P001114,Plastic Ziplock Bag,Kitchen & Dining,Ldpe Plastic,Ziploc,3.59,Red,Netherlands,4.2,31247,False,Etsy,None
P001115,Shampoo Bar Lavender,Personal Care,"Natural Oils, Coconut",Lush,9.94,Natural,Brazil,4.9,18861,True,Target,Cosmos Organic
P001116,Organic Pet Shampoo Bar,Pet Care,"Organic Coconut Oil, Oatmeal",4-Legger,12.64,Grey,Brazil,4.0,37179,True,Whole Foods,Usda Organic
P001117,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.17,Natural,Italy,3.1,10447,True,Walmart,None
P001118,Plastic Honey Bottle,Food & Beverage,Hdpe Plastic,Sue Bee,7.38,Natural,Sweden,4.8,179,True,Etsy,None
P001119,Wooden Baby Toy Block Set,Baby & Kids,Sustainably Sourced Maple Wood,Melissa & Doug,23.61,Black,Australia,3.3,21055,False,Greenshop,Fsc Certified
P001120,Jute Garden Twine,Garden & Outdoors,Natural Jute Fiber,Luster Leaf,4.46,Purple,Sweden,3.4,14100,False,Ecoretail,None
P001121,Safety Razor Metal,Personal Care,Stainless Steel,Merkur,35.13,Red,Usa,4.0,16270,True,Greenshop,Zero Waste Certified
P001122,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,186.38,Brown,Australia,3.2,28925,True,Etsy,Energy Star
P001123,Plastic Landscape Fabric,Garden & Outdoors,Polypropylene Plastic,Dewitt,14.42,Unknown,China,4.5,46,True,Whole Foods,None
P001124,Nylon Dog Collar,Pet Care,"Nylon, Plastic Buckle",Blueberry Pet,11.89,Natural,Unknown,4.0,7254,False,Brand Store Z,None
P001125,Natural Insect Repellent,Healthcare & Wellness,"Citronella, Eucalyptus, Glass Spray",Badger,10.36,Yellow,Japan,3.3,13664,True,Walmart,Cosmos Natural
P001126,Cloth Diaper,Baby & Kids,"Organic Cotton, Pul Cover",Bumgenius,20.62,Black,Australia,3.8,39812,True,Online Shop A,Gots
P001127,Plastic Cutlery,Kitchen & Dining,Polystyrene Plastic,Generic,2.85,Unknown,Brazil,5.0,25418,True,Whole Foods,None
P001128,Wood Chip Mulch,Garden & Outdoors,Natural Wood Chips,Back To Nature,8.33,Brown,Uk,3.2,2043,True,Brand Store Z,None
P001129,Synthetic Chemical Fertilizer,Garden & Outdoors,"Nitrogen, Phosphorus, Potassium, Plastic Bag",Scotts,11.56,Orange,Sweden,3.3,19029,False,Walmart,None
P001130,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,49.59,Clear,India,3.1,25418,True,Brand Store Z,Energy Star
P001131,Bamboo Ruler,Office & Stationery,Bamboo,Westcott,4.21,Pink,Germany,4.2,1127,True,Walmart,None
P001132,Plastic Laptop Sleeve,Electronics & Energy,"Neoprene, Polyester",Amazonbasics,15.9,White,China,3.0,25418,True,Etsy,None
P001133,Conditioner Bar,Personal Care,"Cocoa Butter, Beeswax",Hibar,10.19,Natural,Germany,4.6,21729,False,Amazon,Leaping Bunny
P001134,Plastic Stapler,Office & Stationery,"Abs Plastic, Metal",Swingline,6.93,Yellow,Sweden,3.5,21435,True,Etsy,None
P001135,Dry Shampoo Aerosol,Personal Care,"Aerosol, Butane",Batiste,6.45,Unknown,Unknown,5.0,4518,True,Brand Store Z,None
P001136,Smart Power Strip,Electronics & Energy,"Abs Plastic, Copper",Kasa,33.02,Unknown,Sweden,4.4,25642,True,Online Shop B,Energy Star
P001137,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,13.7,Green,Italy,3.5,25418,True,Retailer X,None
P001138,Bamboo Pen,Office & Stationery,"Bamboo Barrel, Recycled Ink Cartridge",Bambu,4.98,Red,Brazil,3.8,46797,True,Amazon,Fsc Certified
P001139,Nylon Dog Collar,Pet Care,"Nylon, Plastic Buckle",Blueberry Pet,13.32,Unknown,Brazil,3.0,33737,True,Retailer X,None
P001140,Plastic Tape,Office & Stationery,"Polypropylene Plastic, Acrylic Adhesive",Scotch,3.21,Orange,Uk,3.4,23967,False,Walmart,None
P001141,Plastic Teether,Baby & Kids,Bpa-Free Plastic,Nuby,7.75,Unknown,Japan,4.5,15768,True,Etsy,None
P001142,Plastic Produce Bag,Kitchen & Dining,Ldpe Plastic,Generic,0.05,Unknown,Usa,3.8,19245,False,Ecoretail,None
P001143,Silk Dental Floss,Personal Care,"Silk, Beeswax",Cocofloss,8.79,Green,Netherlands,3.6,34061,True,Ecoretail,Leaping Bunny
P001144,Stainless Steel Kids Lunchbox,Baby & Kids,18/8 Stainless Steel,Planetbox,46.82,Yellow,Netherlands,4.6,22111,True,Marketplace Y,None
P001145,Enzyme Drain Cleaner,Cleaning,"Enzyme Bacteria, Plant Extracts",Bio-Clean,11.39,Unknown,France,4.9,47686,True,Target,Ewg Verified
P001146,Oxygen Bleach Powder,Cleaning,"Sodium Percarbonate, Cardboard Box",Oxiclean,12.48,Unknown,Australia,3.8,25418,True,Online Shop B,None
P001147,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,12.09,Black,Brazil,4.4,25418,True,Online Shop B,None
P001148,Plastic Garden Twine,Garden & Outdoors,Polypropylene Plastic,Generic,3.08,Orange,France,4.5,13670,True,Whole Foods,None
P001149,Acrylic Sweater,Fashion & Clothing,100% Acrylic,Zara,28.3,White,Sweden,4.2,25418,True,Etsy,None
P001150,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,4.33,Purple,Italy,3.2,25890,True,Amazon,None
P001151,Silicone Shampoo Bottle,Personal Care,Silicone,Silikids,13.09,Red,Germany,3.0,35111,True,Etsy,None
P001152,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.42,Purple,India,4.9,44624,True,Etsy,Bpi Certified
P001153,Enzyme Drain Cleaner,Cleaning,"Enzyme Bacteria, Plant Extracts",Bio-Clean,10.97,White,Japan,3.8,836,True,Online Shop B,Ewg Verified
P001154,Aluminum Foil,Kitchen & Dining,Aluminum,Reynolds,6.14,Green,Germany,4.9,15491,True,Etsy,None
P001155,Natural All-Purpose Cleaner Glass,Cleaning,"Vinegar, Essential Oils, Glass Bottle",Branch Basics,14.67,Red,Germany,3.4,20492,True,Online Shop B,Ewg Verified
P001156,Pvc Garden Hose,Garden & Outdoors,Pvc Plastic,Flexzilla,25.21,White,India,3.1,25223,False,Retailer X,None
P001157,Natural Loofah,Personal Care,Luffa Plant,Naturespa,6.3,Brown,Sweden,3.2,23786,True,Whole Foods,Cosmos Natural
P001158,Plastic Toothbrush,Personal Care,Plastic,Colgate,1.77,Beige,China,4.0,45014,True,Greenshop,None
P001159,Organic Pet Shampoo Bar,Pet Care,"Organic Coconut Oil, Oatmeal",4-Legger,14.21,Red,Usa,3.7,42818,True,Retailer X,Usda Organic
P001160,Plastic Hot Water Bottle,Healthcare & Wellness,Pvc Plastic,Medline,11.12,Green,Sweden,4.2,26881,True,Amazon,None
P001161,Canvas Pencil Case,Office & Stationery,100% Cotton Canvas,Scout,16.47,Unknown,Sweden,3.2,625,False,Marketplace Y,None
P001162,Natural Rubber Hot Water Bottle,Healthcare & Wellness,Natural Rubber,Fashy,13.86,Blue,China,3.3,1520,True,Brand Store Z,None
P001163,Stainless Steel Kids Lunchbox,Baby & Kids,18/8 Stainless Steel,Planetbox,44.32,Grey,Unknown,4.5,168,True,Etsy,None
P001164,Bamboo Cutlery Set,Kitchen & Dining,Bamboo,To-Go Ware,11.51,Grey,Brazil,3.2,19818,False,Etsy,Fsc Certified
P001165,Plastic Laptop Sleeve,Electronics & Energy,"Neoprene, Polyester",Amazonbasics,13.9,Purple,Usa,4.5,44778,True,Ecoretail,None
P001166,Nylon Socks,Fashion & Clothing,"80% Nylon, 20% Elastane",Nike,16.11,Yellow,Sweden,3.2,36278,False,Online Shop A,None
P001167,Synthetic Crayons,Baby & Kids,"Paraffin Wax, Synthetic Pigments, Plastic Box",Crayola,5.0,Red,Japan,4.4,48687,True,Retailer X,None
P001168,Synthetic Tote Bag,Fashion & Clothing,Polypropylene,Generic,3.01,Orange,Italy,3.6,9164,True,Retailer X,None
P001169,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.78,Unknown,China,4.7,25418,True,Marketplace Y,None
P001170,Disposable Paper Filter,Kitchen & Dining,Bleached Paper,Melitta,5.31,Pink,Italy,4.0,19218,True,Online Shop A,None
P001171,Mouthwash Tablets,Personal Care,"Sodium Bicarbonate, Natural",Unpaste,9.85,Green,Usa,4.1,7373,False,Ecoretail,Cosmos Natural
P001172,Natural Deodorant Stick,Personal Care,"Beeswax, Coconut Oil",Schmidt'S,9.33,Unknown,Uk,3.4,25418,True,Online Shop B,Leaping Bunny
P001173,Disposable Baby Wipes,Baby & Kids,"Polyester, Water, Preservatives",Huggies,4.92,Unknown,Usa,3.9,42562,True,Etsy,None
P001174,Plastic Garden Pot,Garden & Outdoors,Polypropylene Plastic,Bloem,5.28,Brown,Uk,3.5,32185,False,Online Shop A,None
P001175,Aerosol Deodorant,Personal Care,"Aerosol, Aluminum Chloride",Dove,4.93,Unknown,India,3.8,49049,True,Whole Foods,None
P001176,Synthetic Fleece Jacket,Fashion & Clothing,100% Polyester,Columbia,85.05,Purple,India,3.7,3834,True,Brand Store Z,None
P001177,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.71,Natural,Australia,4.0,44050,True,Amazon,None
P001178,Compostable Diaper,Baby & Kids,"Plant-Based Materials, Pla",Eco By Naty,0.46,Red,France,4.8,24106,True,Target,Nordic Swan
P001179,Bamboo Cutlery Set,Kitchen & Dining,Bamboo,To-Go Ware,12.75,Red,Uk,3.2,19794,True,Walmart,Fsc Certified
P001180,Reusable Aluminum Foil,Kitchen & Dining,Recycled Aluminum,If You Care,8.68,Pink,Unknown,3.1,25418,True,Brand Store Z,Grs Certified
P001181,Plastic Garden Pot,Garden & Outdoors,Polypropylene Plastic,Bloem,5.36,Yellow,India,4.8,41412,True,Ecoretail,None
P001182,Plastic Storage Jar,Kitchen & Dining,Polypropylene,Rubbermaid,7.58,Natural,France,3.9,8336,True,Ecoretail,None
P001183,Reusable Cotton Baby Wipes,Baby & Kids,Organic Cotton Flannel,Osocozy,14.09,Natural,Sweden,4.9,28627,True,Target,Gots
P001184,Reusable Cotton Baby Wipes,Baby & Kids,Organic Cotton Flannel,Osocozy,16.1,White,Usa,4.3,38726,False,Retailer X,Gots
P001185,Hemp T-Shirt,Fashion & Clothing,"55% Hemp, 45% Organic Cotton",Tentree,47.74,Yellow,France,4.5,43840,True,Retailer X,Gots
P001186,Beeswax Wrap,Kitchen & Dining,"Beeswax, Organic Cotton",Bee'S Wrap,15.3,Black,Japan,4.0,25418,False,Whole Foods,Gots
P001187,Plastic Bath Sponge,Personal Care,"Polyester, Plastic",Generic,1.81,Pink,Sweden,4.1,35556,False,Ecoretail,None
P001188,Plastic Coffee Bag,Food & Beverage,"Multi-Layer Plastic, Aluminum",Folgers,9.98,Orange,France,4.4,38725,True,Marketplace Y,None
P001189,Shampoo Bar Lavender,Personal Care,"Natural Oils, Coconut",Lush,10.22,Grey,Canada,4.3,37911,True,Online Shop A,Cosmos Organic
P001190,Synthetic Fleece Jacket,Fashion & Clothing,100% Polyester,Columbia,86.36,Purple,India,4.6,41800,True,Greenshop,None
P001191,Compostable Coffee Bag,Food & Beverage,"Kraft Paper, Pla Lining",Counter Culture,18.98,Orange,France,4.4,27018,True,Online Shop B,Bpi Certified
P001192,Wooden Cutting Board,Kitchen & Dining,Acacia Wood,Boardsmith,43.19,Natural,Germany,3.9,25418,False,Brand Store Z,Fsc Certified
P001193,Nylon Toothbrush,Personal Care,Nylon,Oral-B,2.78,Beige,Canada,4.5,41273,True,Whole Foods,None
P001194,Glass Food Container,Kitchen & Dining,"Borosilicate Glass, Silicone Lid",Pyrex,25.29,Brown,China,4.5,21544,True,Ecoretail,None
P001195,Organic Baby Mattress,Baby & Kids,"Organic Cotton, Natural Latex",Naturepedic,322.62,Beige,Italy,3.7,12741,True,Amazon,Gots
P001196,Plastic Vitamin Bottle,Healthcare & Wellness,"Hdpe Plastic, Cotton Filler",Centrum,13.26,Grey,Japan,4.8,46494,False,Online Shop B,None
P001197,Plastic Dog Waste Bag,Pet Care,Ldpe Plastic,Dogipot,9.21,Orange,Unknown,3.0,36757,True,Ecoretail,None
P001198,Virgin Plastic Keyboard,Electronics & Energy,Abs Plastic,Logitech,30.17,Purple,India,4.1,20561,True,Target,None
P001199,Deet Insect Repellent Plastic,Healthcare & Wellness,"Deet, Synthetic Chemicals, Plastic",Off!,7.51,Unknown,Australia,3.1,8241,True,Target,None
P001200,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,15.14,Unknown,Uk,4.9,25418,True,Greenshop,Gots
P001201,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.48,Yellow,Sweden,3.1,35770,True,Greenshop,None
P001202,Plastic Landscape Fabric,Garden & Outdoors,Polypropylene Plastic,Dewitt,14.3,Black,China,3.1,23722,True,Retailer X,None
P001203,Plastic Spice Container,Food & Beverage,Polypropylene Plastic,Mccormick,3.7,White,Netherlands,4.0,25418,True,Online Shop B,None
P001204,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,3.98,Blue,China,3.4,26823,False,Whole Foods,None
P001205,Nylon Dog Leash,Pet Care,"Nylon, Metal Hardware",Ruffwear,27.18,Brown,Usa,3.0,30116,True,Amazon,None
P001206,Coir Coconut Compost,Garden & Outdoors,Coconut Coir Fiber,Burpee,13.24,Natural,Canada,3.6,38352,True,Ecoretail,None
P001207,Recycled Pet Dog Leash,Pet Care,Recycled Pet Bottles,Found My Animal,32.81,Pink,Sweden,3.4,42414,False,Greenshop,Grs Certified
P001208,Beeswax Wood Polish,Cleaning,"Beeswax, Linseed Oil, Glass Jar",Howard,14.42,Unknown,France,4.3,6801,True,Walmart,None
P001209,Nylon Floss Plastic Container,Healthcare & Wellness,"Nylon Fiber, Plastic Container",Oral-B,3.05,Natural,Italy,3.8,42662,True,Greenshop,None
P001210,Clay Cat Litter,Pet Care,Sodium Bentonite Clay,Tidy Cats,13.53,Grey,China,4.8,41932,False,Online Shop B,None
P001211,Reef-Safe Sunscreen Bar,Healthcare & Wellness,"Zinc Oxide, Coconut Oil, Beeswax",Raw Elements,17.85,Brown,Sweden,4.2,43861,True,Whole Foods,Reef Safe Certified
P001212,Synthetic Garden Gloves,Garden & Outdoors,"Nylon, Nitrile Coating",Mechanix,10.55,Natural,Netherlands,3.3,47557,False,Whole Foods,None
P001213,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,5.57,Beige,Australia,3.2,49302,True,Whole Foods,Fsc Certified
P001214,Cast Iron Pan,Kitchen & Dining,Cast Iron,Lodge,33.22,Unknown,Australia,3.5,38643,True,Online Shop A,None
P001215,Recycled Paper Notebook,Office & Stationery,"100% Recycled Paper, Cardboard Cover",Ecosystem,10.4,Beige,Unknown,4.8,39836,True,Retailer X,Fsc Certified
P001216,Plastic Dryer Sheet,Cleaning,"Polyester, Synthetic Fragrance",Bounce,5.91,Brown,China,4.7,47776,True,Marketplace Y,None
P001217,Acrylic Sweater,Fashion & Clothing,100% Acrylic,Zara,32.6,Grey,Sweden,4.1,28393,False,Online Shop A,None
P001218,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,13.13,Grey,Netherlands,4.4,25418,False,Online Shop A,None
P001219,Safety Razor Metal,Personal Care,Stainless Steel,Merkur,36.05,Pink,Unknown,4.7,25418,True,Ecoretail,Zero Waste Certified
P001220,Disposable Surgical Mask,Healthcare & Wellness,"Polypropylene, Polyethylene",3M,0.54,Red,Canada,4.7,38197,True,Online Shop A,None
P001221,Disposable Razor 5Pack,Personal Care,"Plastic, Rubber",Bic,4.04,Orange,Unknown,4.5,28463,True,Online Shop B,None
P001222,Plastic Hot Water Bottle,Healthcare & Wellness,Pvc Plastic,Medline,11.12,Pink,Canada,4.1,27473,False,Greenshop,None
P001223,Dish Soap Bar,Cleaning,"Plant-Based Oils, Cardboard Packaging",Zero Waste Chef,8.61,Blue,Sweden,4.6,41190,True,Whole Foods,Cosmos Natural
P001224,Plastic Bath Sponge,Personal Care,"Polyester, Plastic",Generic,1.89,Pink,Usa,4.4,28491,True,Walmart,None
P001225,Organic Baby Mattress,Baby & Kids,"Organic Cotton, Natural Latex",Naturepedic,267.46,Pink,Japan,3.6,3932,True,Etsy,Gots
P001226,Plastic Cotton Swabs,Personal Care,"Plastic, Cotton",Q-Tips,3.05,Natural,China,4.7,31198,True,Etsy,None
P001227,Plastic Ballpoint Pen,Office & Stationery,"Abs Plastic, Ink",Bic,0.95,Grey,Canada,3.4,49960,False,Whole Foods,None
