product_id,product_name,category,material,brand,price_usd,rating,reviews_count,sustainability_label,is_eco_material,is_toxic_material,is_biodegradable,is_recyclable,is_reusable,is_plastic_free,is_organic,is_recycled_material,eco_score,is_sustainable
P001629,Jute Garden Twine,Garden & Outdoors,Natural Jute Fiber,Luster Leaf,4.96,4.6,8356,,1,0,1,0,0,0,1,0,35,1
P001630,Leather Sneakers,Fashion & Clothing,Full Grain Leather,Nike,85.96,4.6,18853,,0,0,0,0,0,0,0,0,0,0
P001631,Compostable Dog Waste Bag,Pet Care,"Pbat, Pla Bioplastic",Earth Rated,13.58,3.0,24385,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P001632,Incandescent Bulb,Electronics & Energy,"Glass, Tungsten Filament",Ge,3.29,4.9,5870,,1,0,0,1,1,1,0,0,55,1
P001633,Compostable Coffee Bag,Food & Beverage,"Kraft Paper, Pla Lining",Counter Culture,17.77,3.2,41982,Bpi Certified,1,0,1,1,0,0,0,0,55,1
P001634,Plastic Storage Jar,Kitchen & Dining,Polypropylene,Rubbermaid,6.42,4.1,35171,,0,1,0,0,0,0,0,0,0,0
P001635,Plastic Storage Jar,Kitchen & Dining,Polypropylene,Rubbermaid,6.63,3.5,28900,,0,1,0,0,0,0,0,0,0,0
P001636,Mouthwash Tablets,Personal Care,"Sodium Bicarbonate, Natural",Unpaste,9.22,3.5,6181,Cosmos Natural,0,0,0,0,0,0,1,0,18,1
P001637,Deodorant Crystal,Personal Care,Potassium Alum,Thai Crystal,7.29,4.6,41553,Cosmos Natural,0,0,0,0,0,0,0,0,8,1
P001638,Sunscreen Plastic Tube,Personal Care,"Avobenzone, Plastic",Neutrogena,13.31,4.4,17129,,1,0,1,0,0,0,0,0,25,1
P001639,Disposable Vinyl Gloves,Cleaning,Pvc Vinyl,Medline,8.88,4.7,47272,,0,1,0,0,0,0,0,0,0,0
P001640,Plastic Laptop Sleeve,Electronics & Energy,"Neoprene, Polyester",Amazonbasics,14.52,3.7,7864,,0,1,0,0,0,0,0,0,0,0
P001641,Plastic Ruler,Office & Stationery,Polystyrene Plastic,Staedtler,1.92,4.3,25418,,1,1,1,0,0,0,0,0,0,0
P001642,Disposable Diaper,Baby & Kids,"Polypropylene, Polyethylene, Sap",Pampers,0.31,3.9,17712,,0,1,0,0,0,0,0,0,0,0
P001643,Glass Honey Jar,Food & Beverage,"Glass, Metal Lid",Beekeeper'S Naturals,13.29,3.4,12088,,1,0,0,1,1,1,0,0,55,1
P001644,Charcoal Floss,Personal Care,"Nylon, Charcoal",Charchoal Floss Co,6.29,3.0,24966,,0,1,0,0,0,0,0,0,0,0
P001645,Conditioner Bar,Personal Care,"Cocoa Butter, Beeswax",Hibar,11.19,3.8,11385,Leaping Bunny,1,0,1,0,0,1,0,0,48,1
P001646,Organic Cotton Underwear,Fashion & Clothing,"95% Organic Cotton, 5% Elastane",Pact,18.19,4.6,39436,Gots,1,0,1,0,1,1,1,0,85,1
P001647,Plastic Cling Wrap,Kitchen & Dining,Pvc Plastic,Glad,4.03,4.1,25418,,1,1,1,0,0,0,0,0,0,0
P001648,Vegan Sneakers,Fashion & Clothing,"Recycled Pet, Natural Rubber Sole",Veja,142.66,4.9,25418,Fair Trade,1,0,1,1,1,1,1,1,100,1
P001649,Plastic Storage Jar,Kitchen & Dining,Polypropylene,Rubbermaid,7.39,3.3,20391,,0,1,0,0,0,0,0,0,0,0
P001650,Biodegradable Toothbrush,Personal Care,Cornstarch,Greenbrush,6.81,4.7,4724,Bpi Certified,0,0,0,0,0,0,0,0,10,1
P001651,Plastic Conditioner Bottle,Personal Care,Hdpe Plastic,Pantene,4.57,4.2,6567,,1,0,1,0,0,0,0,0,25,1
P001652,Disposable Paper Filter,Kitchen & Dining,Bleached Paper,Melitta,5.05,3.4,24661,,1,1,1,1,0,0,0,0,15,0
P001653,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,5.55,4.7,49567,,1,1,1,0,0,0,0,0,0,0
P001654,Standard Electric Kettle,Electronics & Energy,"Plastic, Stainless Steel Element",Hamilton Beach,22.55,4.6,47174,,1,0,1,1,1,1,0,0,80,1
P001655,Electric Toothbrush Head,Personal Care,"Plastic, Nylon",Philips,9.32,4.2,18334,,1,1,1,0,0,0,0,0,0,0
P001656,Virgin Plastic Keyboard,Electronics & Energy,Abs Plastic,Logitech,32.88,4.9,41058,,1,1,1,0,0,0,0,0,0,0
P001657,Disposable Diaper,Baby & Kids,"Polypropylene, Polyethylene, Sap",Pampers,0.33,4.8,41072,,0,1,0,0,0,0,0,0,0,0
P001658,Stainless Steel Water Bottle,Kitchen & Dining,18/8 Stainless Steel,Hydro Flask,35.87,4.4,26686,B Corp,1,0,0,1,1,1,0,0,65,1
P001659,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.79,4.4,7596,,1,0,1,1,1,0,0,0,65,1
P001660,Virgin Paper Notebook,Office & Stationery,"Virgin Paper, Plastic Spiral",Mead,5.26,3.8,1842,,1,0,1,1,0,0,0,0,45,1
P001661,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,13.21,4.8,15686,Gots,1,0,1,0,1,1,1,0,85,1
P001662,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.48,3.5,28712,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P001663,Recycled Paper Notebook,Office & Stationery,"100% Recycled Paper, Cardboard Cover",Ecosystem,9.22,3.9,23444,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P001664,Solar Charger Panel,Electronics & Energy,"Monocrystalline Silicon, Aluminum Frame",Anker,51.37,3.6,49011,,1,0,0,1,1,0,0,0,40,1
P001665,Pu Leather Belt,Fashion & Clothing,"Pu Leather, Plastic",H&M,20.92,4.3,45886,,1,0,1,0,0,0,0,0,25,1
P001666,Plastic Garden Stakes,Garden & Outdoors,Pvc Plastic,Vigoro,4.44,4.4,23262,,1,1,1,0,0,0,0,0,0,0
P001667,Disposable Razor 5Pack,Personal Care,"Plastic, Rubber",Bic,4.0,3.6,34045,,1,0,1,0,0,0,0,0,25,1
P001668,Cast Iron Pan,Kitchen & Dining,Cast Iron,Lodge,36.47,3.6,42744,,1,0,0,1,1,1,0,0,55,1
P001669,Terracotta Garden Pot,Garden & Outdoors,Terracotta Clay,Hc Companies,10.68,3.6,630,,0,0,1,0,0,0,0,0,25,0
P001670,Virgin Polyester Hoodie,Fashion & Clothing,100% Polyester,H&M,27.16,4.4,9892,,0,1,0,0,0,0,0,0,0,0
P001671,Disposable Paper Cup,Kitchen & Dining,"Paper, Plastic Lining",Dixie,0.24,3.1,28235,,1,0,1,1,0,0,0,0,45,1
P001672,Plastic Bath Toy,Baby & Kids,"Pvc, Abs Plastic",Munchkin,8.81,3.3,41658,,1,1,1,0,0,0,0,0,0,0
P001673,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,3.82,4.3,2336,Fsc Certified,1,0,1,1,0,0,0,0,55,1
P001674,Reef-Safe Sunscreen Bar,Healthcare & Wellness,"Zinc Oxide, Coconut Oil, Beeswax",Raw Elements,16.42,3.4,5261,Reef Safe Certified,1,0,1,0,0,1,0,0,48,1
P001675,Glass Water Bottle,Kitchen & Dining,"Borosilicate Glass, Silicone Sleeve",Lifefactory,32.68,4.1,28722,,1,0,0,1,1,1,0,0,55,1
P001676,Plastic Stapler,Office & Stationery,"Abs Plastic, Metal",Swingline,7.02,3.2,41302,,1,1,1,1,0,0,0,0,15,0
P001677,Reusable Fabric Face Mask,Healthcare & Wellness,"100% Cotton, Elastic",Adidas,14.28,4.0,3348,,1,0,1,0,1,1,0,0,60,1
P001678,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,30.99,4.0,25081,,1,0,1,1,1,1,0,0,80,1
P001679,Glass Vitamin Jar,Healthcare & Wellness,"Glass, Metal Lid",Garden Of Life,27.83,3.8,2222,Usda Organic,1,0,0,1,1,1,0,0,70,1
P001680,Bamboo Ruler,Office & Stationery,Bamboo,Westcott,4.42,3.4,46605,,1,0,1,0,1,1,0,0,60,1
P001681,Plastic Baby Bottle,Baby & Kids,Bpa-Free Polypropylene,Avent,9.84,3.3,25418,,0,1,0,0,0,0,0,0,0,0
P001682,Plastic Honey Bottle,Food & Beverage,Hdpe Plastic,Sue Bee,6.49,4.1,47262,,1,0,1,0,0,0,0,0,25,1
P001683,Halogen Bulb,Electronics & Energy,"Glass, Halogen Gas, Tungsten",Sylvania,4.62,3.1,8729,,1,0,0,1,1,1,0,0,55,1
P001684,Petroleum Lip Balm Plastic,Healthcare & Wellness,"Petrolatum, Plastic Tube",Vaseline,2.26,3.4,36483,,1,0,1,0,0,0,0,0,25,1
P001685,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,6.47,4.2,22546,Cosmos Natural,1,0,1,0,0,0,1,0,43,1
P001686,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,30.8,3.4,31891,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P001687,Polyester Coat,Fashion & Clothing,100% Polyester,Zara,82.33,3.2,14101,,0,1,0,0,0,0,0,0,0,0
P001688,Reef-Safe Sunscreen Bar,Healthcare & Wellness,"Zinc Oxide, Coconut Oil, Beeswax",Raw Elements,14.65,3.3,37257,Reef Safe Certified,1,0,1,0,0,1,0,0,48,1
P001689,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.6,3.6,23673,,1,1,1,0,0,0,0,0,0,0
P001690,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.4,4.2,2367,,1,0,1,0,0,0,0,0,25,1
P001691,Polyester T-Shirt,Fashion & Clothing,100% Polyester,H&M,9.2,4.3,25418,,0,1,0,0,0,0,0,0,0,0
P001692,Disposable Vinyl Gloves,Cleaning,Pvc Vinyl,Medline,8.2,4.3,25418,,0,1,0,0,0,0,0,0,0,0
P001693,Virgin Printer Paper,Office & Stationery,Virgin Wood Pulp,Hp,10.09,3.8,40434,,1,0,1,0,0,1,0,0,40,1
P001694,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,3.71,4.1,34138,Fsc Certified,1,0,1,1,0,0,0,0,55,1
P001695,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.17,3.2,13091,,1,0,1,1,1,0,0,0,65,1
P001696,Silicone Shampoo Bottle,Personal Care,Silicone,Silikids,14.45,4.3,29528,,1,0,0,0,1,0,0,0,20,1
P001697,Natural Rubber Gloves,Cleaning,Natural Rubber,Mapa,6.57,4.6,1805,,1,0,1,0,1,1,1,0,70,1
P001698,Cotton Face Rounds Reusable,Personal Care,Organic Cotton,Lastround,13.31,4.5,24234,Gots,1,0,1,0,1,1,1,0,85,1
P001699,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,4.35,3.9,25418,,1,1,1,0,0,0,0,0,0,0
P001700,Plastic Kids Lunchbox,Baby & Kids,Bpa-Free Plastic,Bentgo,20.97,4.5,33679,,1,1,1,0,0,0,0,0,0,0
P001701,Recycled Sticky Notes,Office & Stationery,"Recycled Paper, Acrylic Adhesive",Post-It,4.85,3.4,25418,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P001702,Polyester Leggings,Fashion & Clothing,"88% Polyester, 12% Spandex",Lululemon,103.8,3.6,40660,,0,1,0,0,0,0,0,0,0,0
P001703,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,39.18,4.9,13418,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P001704,Terracotta Garden Pot,Garden & Outdoors,Terracotta Clay,Hc Companies,10.68,3.9,40827,,0,0,1,0,0,0,0,0,25,0
P001705,Plastic Dental Floss,Personal Care,"Nylon, Plastic Container",Oral-B,2.7,3.6,45014,,1,1,1,0,0,0,0,0,0,0
P001706,Wool Sweater,Fashion & Clothing,100% Merino Wool,Icebreaker,182.45,4.0,49325,Zq Merino,1,0,1,0,1,1,0,0,60,1
P001707,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,48.3,4.0,39631,,1,1,1,1,0,0,0,0,15,0
P001708,Petroleum Lip Balm Plastic,Healthcare & Wellness,"Petrolatum, Plastic Tube",Vaseline,2.75,4.0,8889,,1,0,1,0,0,0,0,0,25,1
P001709,Cotton String Mop,Cleaning,"100% Cotton, Wood Handle",Libman,20.88,3.7,5453,,1,0,1,0,1,1,0,0,60,1
P001710,Compostable Dog Waste Bag,Pet Care,"Pbat, Pla Bioplastic",Earth Rated,11.55,3.3,5864,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P001711,Biodegradable Seed Pot,Garden & Outdoors,"Compressed Peat, Coir",Jiffy,8.13,4.3,25418,,1,0,1,0,0,0,0,0,25,1
P001712,Plastic Garden Stakes,Garden & Outdoors,Pvc Plastic,Vigoro,5.51,3.0,25048,,1,1,1,0,0,0,0,0,0,0
P001713,Natural Rubber Hose,Garden & Outdoors,Natural Rubber,Gilmour,30.55,3.2,8747,,1,0,1,0,1,1,1,0,70,1
P001714,Beeswax Wood Polish,Cleaning,"Beeswax, Linseed Oil, Glass Jar",Howard,14.1,4.9,4602,,1,0,1,1,1,1,0,0,80,1
P001715,Dish Soap Plastic Bottle,Cleaning,"Synthetic Surfactants, Plastic",Dawn,4.39,4.0,48832,,1,1,1,0,0,0,0,0,0,0
P001716,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,4.61,4.3,90,Fsc Certified,1,0,1,0,1,1,0,0,70,1
P001717,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,4.36,4.9,20524,,1,1,1,0,0,0,0,0,0,0
P001718,Conventional Denim Jeans,Fashion & Clothing,"98% Cotton, 2% Elastane",Levi'S,59.24,3.9,41854,,1,0,1,0,1,1,0,0,60,1
P001719,Biodegradable Phone Case,Electronics & Energy,"Pla Bioplastic, Bamboo Fiber",Pela,48.1,3.0,27341,Bpi Certified,1,0,1,0,1,1,0,0,70,1
P001720,Disposable Cotton Pads,Personal Care,"Cotton, Polyester Blend",Swisspers,3.95,4.7,37969,,1,1,1,0,1,1,0,0,30,1
P001721,Synthetic Underwear,Fashion & Clothing,"90% Nylon, 10% Elastane",Victoria'S Secret,16.18,3.2,38559,,0,1,0,0,0,0,0,0,0,0
P001722,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,27.23,3.3,29750,,0,0,0,0,0,0,1,0,10,0
P001723,Natural Insect Repellent,Healthcare & Wellness,"Citronella, Eucalyptus, Glass Spray",Badger,9.74,4.7,1973,Cosmos Natural,1,0,0,1,1,1,0,0,63,1
P001724,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,37.42,4.7,47242,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P001725,Organic Baby Mattress,Baby & Kids,"Organic Cotton, Natural Latex",Naturepedic,293.39,5.0,14596,Gots,1,0,1,0,1,1,1,0,85,1
P001726,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,4.86,4.4,17675,Fsc Certified,1,0,1,0,1,1,0,0,70,1
P001727,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.45,4.0,7302,Bpi Certified,1,0,1,0,0,0,0,0,35,1
P001728,Polyester Coat,Fashion & Clothing,100% Polyester,Zara,78.34,3.1,1841,,0,1,0,0,0,0,0,0,0,0
P001729,Plastic Adhesive Bandages,Healthcare & Wellness,"Polyethylene, Acrylic Adhesive",Band-Aid,5.52,4.8,25418,,0,1,0,0,0,0,0,0,0,0
P001730,Recycled Printer Paper,Office & Stationery,100% Post-Consumer Recycled Paper,Boise,11.81,4.3,14284,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P001731,Toothbrush Kids,Personal Care,Abs Plastic,Brush Baby,3.04,3.6,43138,,1,1,1,0,0,0,0,0,0,0
P001732,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,4.31,4.5,25418,,1,1,1,0,0,0,0,0,0,0
P001733,Plastic Coffee Bag,Food & Beverage,"Multi-Layer Plastic, Aluminum",Folgers,12.19,4.2,33075,,1,0,1,1,1,0,0,0,65,1
P001734,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,5.45,4.0,25448,Cosmos Natural,1,0,1,0,0,0,1,0,43,1
P001735,Recycled Nylon Swimwear,Fashion & Clothing,Econyl Recycled Nylon,Girlfriend Collective,67.45,3.3,19762,Grs Certified,1,1,0,1,0,0,0,1,10,1
P001736,Plantable Pencil,Office & Stationery,"Recycled Newspaper, Seed Capsule",Sprout,9.16,4.2,901,,1,0,1,1,0,0,0,1,55,1
P001737,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,3.56,4.7,46251,,1,1,1,0,0,0,0,0,0,0
P001738,Sunscreen Bar,Personal Care,"Zinc Oxide, Coconut Oil",Raw Elements,17.9,4.9,27324,Reef Safe Certified,1,0,1,0,0,0,0,0,33,1
P001739,Paper Flour Bag,Food & Beverage,Kraft Paper,Bob'S Red Mill,5.93,3.9,25418,,1,0,1,1,0,0,0,0,45,1
P001740,Plastic Baby Bottle,Baby & Kids,Bpa-Free Polypropylene,Avent,8.49,4.0,11086,,0,1,0,0,0,0,0,0,0,0
P001741,Plastic Coffee Bag,Food & Beverage,"Multi-Layer Plastic, Aluminum",Folgers,12.3,4.5,22267,,1,0,1,1,1,0,0,0,65,1
P001742,Plastic Pet Food Bag,Pet Care,Multi-Layer Plastic,Blue Buffalo,38.45,3.4,18006,,1,0,1,0,0,0,0,0,25,1
P001743,Synthetic Baby Mattress,Baby & Kids,"Polyurethane Foam, Polyester Cover",Graco,79.55,4.6,24292,,0,1,0,0,0,0,0,0,0,0
P001744,Cloth Dish Towel,Kitchen & Dining,100% Cotton,Williams-Sonoma,13.4,4.8,27222,,1,0,1,0,1,1,0,0,60,1
P001745,Cork Laptop Sleeve,Electronics & Energy,"Natural Cork, Cotton Lining",Corkor,33.86,3.5,2099,,1,0,1,0,1,1,1,0,70,1
P001746,Wooden Spoon Set,Kitchen & Dining,Beechwood,Oxo,13.17,3.8,30163,Fsc Certified,1,0,1,0,0,1,0,0,50,1
P001747,Plastic Tea Bags,Food & Beverage,"Polypropylene, Paper, Tea",Lipton,5.57,3.8,48848,,1,1,1,1,0,0,0,0,15,0
P001748,Cast Iron Pan,Kitchen & Dining,Cast Iron,Lodge,32.56,4.7,46642,,1,0,0,1,1,1,0,0,55,1
P001749,Synthetic Dress Shirt,Fashion & Clothing,"65% Polyester, 35% Cotton",Van Heusen,26.73,4.6,16911,,1,1,1,0,1,1,0,0,30,1
P001750,Natural All-Purpose Cleaner Glass,Cleaning,"Vinegar, Essential Oils, Glass Bottle",Branch Basics,14.31,3.6,6118,Ewg Verified,1,0,0,1,1,1,0,0,55,1
P001751,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,33.54,3.6,13539,Oeko-Tex,1,0,1,0,1,1,0,0,70,1
P001752,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,32.28,4.9,29230,,1,0,1,1,1,1,0,0,80,1
P001753,Natural Rubber Dog Toy,Pet Care,100% Natural Rubber,West Paw,13.75,3.9,8307,,1,0,1,0,1,1,1,0,70,1
P001754,Microfiber Cleaning Cloth,Cleaning,"80% Polyester, 20% Polyamide",E-Cloth,12.6,3.5,34857,,0,1,0,0,0,0,0,0,0,0
P001755,Plastic Ballpoint Pen,Office & Stationery,"Abs Plastic, Ink",Bic,1.08,3.5,7577,,1,1,1,0,0,0,0,0,0,0
P001756,Virgin Plastic Planter,Garden & Outdoors,Virgin Hdpe Plastic,Classic Home,11.76,3.4,16578,,1,0,1,0,0,0,0,0,25,1
P001757,Clay Cat Litter,Pet Care,Sodium Bentonite Clay,Tidy Cats,16.2,4.4,15090,,0,0,1,0,0,0,0,0,25,0
P001758,Toothbrush Kids,Personal Care,Abs Plastic,Brush Baby,3.12,4.2,41806,,1,1,1,0,0,0,0,0,0,0
P001759,Plastic Toothbrush,Personal Care,Plastic,Colgate,1.78,3.8,37335,,1,0,1,0,0,0,0,0,25,1
P001760,Bamboo Garden Stakes,Garden & Outdoors,Natural Bamboo,Bamboo Stake Co,6.9,4.1,7107,Fsc Certified,1,0,1,0,1,1,1,0,80,1
P001761,Dish Soap Plastic Bottle,Cleaning,"Synthetic Surfactants, Plastic",Dawn,3.95,4.1,10402,,1,1,1,0,0,0,0,0,0,0
P001762,Recycled Material Pet Bed,Pet Care,"Recycled Pet Fill, Cotton Cover",P.L.A.Y.,46.52,3.1,25418,Grs Certified,1,0,1,1,1,1,0,1,100,1
P001763,Virgin Polyester Hoodie,Fashion & Clothing,100% Polyester,H&M,25.08,3.1,3807,,0,1,0,0,0,0,0,0,0,0
P001764,Single-Use Water Bottle,Food & Beverage,Pet Plastic,Dasani,1.4,3.3,13357,,1,0,1,0,0,0,0,0,25,1
P001765,Silk Dental Floss,Personal Care,"Silk, Beeswax",Cocofloss,9.19,3.2,47527,Leaping Bunny,1,0,1,0,0,1,0,0,48,1
P001766,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,5.94,4.6,29137,Cosmos Natural,1,0,1,0,0,0,1,0,43,1
P001767,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,51.82,4.4,9052,,1,1,1,1,0,0,0,0,15,0
P001768,Stainless Steel Straw,Kitchen & Dining,Stainless Steel,Finalstraw,9.97,4.1,2318,B Corp,1,0,0,1,1,1,0,0,65,1
P001769,Vegan Sneakers,Fashion & Clothing,"Recycled Pet, Natural Rubber Sole",Veja,145.17,3.1,44624,Fair Trade,1,0,1,1,1,1,1,1,100,1
P001770,Plastic Ziplock Bag,Kitchen & Dining,Ldpe Plastic,Ziploc,4.35,3.5,25418,,1,0,1,0,0,0,0,0,25,1
P001771,Plastic Pasta Bag,Food & Beverage,"Cellophane, Plastic",Barilla,1.94,4.0,20234,,1,0,1,0,0,0,0,0,25,1
P001772,Cardboard Juice Box,Food & Beverage,"Cardboard, Thin Plastic Lining",Honest Kids,4.66,4.7,25418,Fsc Certified,1,0,1,1,0,0,0,0,55,1
P001773,Bamboo Razor,Personal Care,"Bamboo, Steel Blade",Jungle Strider,14.51,4.0,24841,Eu Ecolabel,1,0,1,1,1,1,0,0,95,1
P001774,Recycled Pet Dog Leash,Pet Care,Recycled Pet Bottles,Found My Animal,35.12,5.0,23783,Grs Certified,1,0,0,1,0,0,0,1,40,1
P001775,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,46.69,4.0,16690,Energy Star,1,1,1,1,1,1,0,0,60,1
P001776,Plastic Dryer Sheet,Cleaning,"Polyester, Synthetic Fragrance",Bounce,5.98,4.1,22844,,0,1,0,0,0,0,0,0,0,0
P001777,Plastic Pencil Case,Office & Stationery,Pvc Plastic,Zipit,8.9,3.3,28253,,1,1,1,0,0,0,0,0,0,0
P001778,Chemical Sunscreen Plastic Tube,Healthcare & Wellness,"Oxybenzone, Octinoxate, Plastic",Coppertone,10.29,4.5,31084,,1,0,1,1,0,0,0,0,45,1
P001779,Plastic Flour Bag,Food & Beverage,Polyethylene Plastic,Gold Medal,5.03,3.3,48370,,1,1,1,0,0,0,0,0,0,0
P001780,Reusable Fabric Face Mask,Healthcare & Wellness,"100% Cotton, Elastic",Adidas,12.18,4.0,39720,,1,0,1,0,1,1,0,0,60,1
P001781,Glass Vitamin Jar,Healthcare & Wellness,"Glass, Metal Lid",Garden Of Life,24.31,4.5,22838,Usda Organic,1,0,0,1,1,1,0,0,70,1
P001782,Recycled Paper Towel,Kitchen & Dining,100% Recycled Paper,Seventh Generation,5.3,3.5,6565,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P001783,Beeswax Crayons,Baby & Kids,"Beeswax, Natural Pigments",Stockmar,14.86,4.4,14969,,1,0,1,0,0,1,1,0,50,1
P001784,Cardboard Cereal Box,Food & Beverage,"Recycled Cardboard, Paper Lining",Kashi,5.51,4.0,20798,Fsc Certified,1,0,1,1,0,0,0,1,65,1
P001785,Dry Shampoo Aerosol,Personal Care,"Aerosol, Butane",Batiste,6.82,4.0,11395,,0,1,0,0,0,0,0,0,0,0
P001786,Plastic Ruler,Office & Stationery,Polystyrene Plastic,Staedtler,2.15,4.1,33588,,1,1,1,0,0,0,0,0,0,0
P001787,Organic Pet Shampoo Bar,Pet Care,"Organic Coconut Oil, Oatmeal",4-Legger,13.41,3.8,48269,Usda Organic,1,0,1,0,0,0,1,0,50,1
P001788,Bamboo Dish Brush,Kitchen & Dining,"Bamboo, Plant Fiber Bristles",Full Circle,6.65,4.0,27619,Fsc Certified,1,0,1,0,1,1,0,0,70,1
P001789,Leather Belt,Fashion & Clothing,Genuine Leather,Fossil,54.29,4.1,25418,,0,0,0,0,0,0,0,0,0,0
P001790,Reef-Safe Sunscreen Bar,Healthcare & Wellness,"Zinc Oxide, Coconut Oil, Beeswax",Raw Elements,16.5,3.2,31526,Reef Safe Certified,1,0,1,0,0,1,0,0,48,1
P001791,Cfl Bulb,Electronics & Energy,"Glass, Mercury, Phosphor",Ge,6.63,4.5,27480,,1,0,0,1,1,1,0,0,55,1
P001792,Polyester Leggings,Fashion & Clothing,"88% Polyester, 12% Spandex",Lululemon,92.09,3.9,37059,,0,1,0,0,0,0,0,0,0,0
P001793,Laundry Detergent Strips,Cleaning,"Plant-Based Surfactants, Paper Packaging",Tru Earth,18.65,4.0,32244,Cosmos Natural,1,0,1,1,0,0,1,0,63,1
P001794,Virgin Paper Notebook,Office & Stationery,"Virgin Paper, Plastic Spiral",Mead,5.05,3.5,25484,,1,0,1,1,0,0,0,0,45,1
P001795,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,32.47,3.6,23774,Gots,1,0,1,0,1,1,1,0,85,1
P001796,Charcoal Toothbrush,Personal Care,"Bamboo, Charcoal Bristles",Charcoalco,6.66,3.8,6856,Gots,1,0,1,0,1,1,0,0,75,1
P001797,Cotton String Mop,Cleaning,"100% Cotton, Wood Handle",Libman,18.2,3.5,49061,,1,0,1,0,1,1,0,0,60,1
P001798,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,46.4,3.8,33039,Energy Star,1,1,1,1,1,1,0,0,60,1
P001799,Vinyl Dog Toy,Pet Care,Pvc Vinyl,Kong,8.62,4.3,39047,,0,1,0,0,0,0,0,0,0,0
P001800,Synthetic Fleece Jacket,Fashion & Clothing,100% Polyester,Columbia,71.83,3.6,25418,,0,1,0,0,0,0,0,0,0,0
P001801,Bulk Bin Spice Jar Glass,Food & Beverage,"Glass, Stainless Steel Lid",Penzeys,6.7,3.3,857,,1,0,0,1,1,1,0,0,55,1
P001802,Plastic Bath Sponge,Personal Care,"Polyester, Plastic",Generic,2.17,4.8,43188,,1,1,1,0,0,0,0,0,0,0
P001803,Charcoal Toothbrush,Personal Care,"Bamboo, Charcoal Bristles",Charcoalco,6.65,4.7,28541,Gots,1,0,1,0,1,1,0,0,75,1
P001804,Sunscreen Plastic Tube,Personal Care,"Avobenzone, Plastic",Neutrogena,12.32,4.8,25418,,1,0,1,0,0,0,0,0,25,1
P001805,Cardboard Cereal Box,Food & Beverage,"Recycled Cardboard, Paper Lining",Kashi,6.63,4.3,25722,Fsc Certified,1,0,1,1,0,0,0,1,65,1
